,time,Voltage.RGAS,Voltage.RVL
281,0.281,-0.0037765503,0.0489044189
282,0.28200000000000003,0.0094985962,0.0428771973
283,0.28300000000000003,0.012855529800000001,0.046081543
284,0.28400000000000003,-0.0010299683000000001,0.0435638428
285,0.28500000000000003,-0.0074005127,0.0425338745
286,0.28600000000000003,0.0034332275000000002,0.047950744600000005
287,0.28700000000000003,-0.00030517580000000003,0.0360107422
288,0.28800000000000003,-0.0090408325,0.0427627563
289,0.289,-0.0018692017,0.037727356000000004
290,0.29,-0.0068664551,0.038604736300000005
291,0.291,-0.0017547607,0.035667419400000004
292,0.292,-0.0050354004,0.037345886200000004
293,0.293,-0.0048446655,0.0357437134
294,0.294,0.0004577637,0.0347137451
295,0.295,0.0165939331,0.0351333618
296,0.296,0.0146484375,0.0322341919
297,0.297,0.0247192383,0.0308990479
298,0.298,0.0170135498,0.0315856934
299,0.299,0.0037765503,0.028991699200000002
300,0.30000000000000004,-0.010032653800000001,0.0303649902
301,0.301,-0.0214004517,0.027046203600000002
302,0.302,-0.0080108643,0.0292205811
303,0.303,-0.0048446655,0.0277328491
304,0.304,-0.016860961900000002,0.0307846069
305,0.305,-0.0159072876,0.0267791748
306,0.306,-0.0104141235,0.0286865234
307,0.307,-0.0174331665,0.0256729126
308,0.308,-0.0064468384,0.022315979
309,0.309,-0.0037765503,-0.0270843506
310,0.31,0.0051116943000000005,-0.0395965576
311,0.311,0.0122451782,-0.029563903800000003
312,0.312,0.0155258179,-0.0564956665
313,0.313,-0.0022506714000000002,-0.0830459595
314,0.314,-0.0011444092,-0.1170349121
315,0.315,0.033569335900000004,-0.1737594604
316,0.316,0.0344848633,-0.2153396606
317,0.317,0.014839172400000001,-0.2376556396
318,0.318,0.0056838989000000005,-0.2183532715
319,0.319,0.0077056885,-0.1360321045
320,0.32,-0.0046157837,-0.0522232056
321,0.321,0.024032592800000002,0.012626647900000001
322,0.322,0.0077438354,0.0260162354
323,0.323,-0.0354003906,0.0386428833
324,0.324,-0.0484466553,0.0495147705
325,0.325,-0.022277832,0.043907165500000005
326,0.326,-0.0136566162,0.0721740723
327,0.327,-0.011177063000000001,0.09243011470000001
328,0.328,-0.0138473511,0.0643157959
329,0.329,-0.0235366821,-0.031890869100000004
330,0.33,-0.0172805786,-0.0774002075
331,0.331,-0.0093841553,-0.1011276245
332,0.332,0.0008010864,-0.1044845581
333,0.333,-0.006904602100000001,-0.0490951538
334,0.334,-0.0017929077,0.01537323
335,0.335,0.0122451782,0.049171447800000004
336,0.336,0.0226593018,0.0679397583
337,0.337,0.0155639648,0.0776672363
338,0.338,-0.0013351440000000001,0.12172698970000001
339,0.339,-0.0171279907,0.191078186
340,0.34,-0.0145721436,0.14690399170000001
341,0.341,0.0054168701,0.0659942627
342,0.342,-0.018730163600000002,-0.026473999
343,0.343,-0.0357437134,-0.0720977783
344,0.34400000000000003,-0.0374603271,-0.10387420650000001
345,0.34500000000000003,-0.0305557251,-0.0814437866
346,0.34600000000000003,-0.0060272217,-0.065536499
347,0.34700000000000003,0.0022888184,-0.0659561157
348,0.34800000000000003,-0.0130844116,-0.0590896606
349,0.34900000000000003,-0.0368118286,-0.1572418213
350,0.35000000000000003,-0.0422668457,-0.2006912231
351,0.35100000000000003,-0.0291061401,-0.1762771606
352,0.352,-0.0067901611,-0.0714492798
353,0.353,0.02784729,-0.0191116333
354,0.354,0.0258255005,0.0159454346
355,0.355,0.005607605000000001,0.0656509399
356,0.356,-0.0233078003,0.1064682007
357,0.357,-0.0428009033,0.12897491460000002
358,0.358,-0.065536499,0.1419830322
359,0.359,-0.0844955444,0.1056289673
360,0.36,-0.0452423096,0.1050186157
361,0.361,0.0075912476,0.0526046753
362,0.362,0.023651123000000003,-0.0615310669
363,0.363,0.0042724609,-0.0806808472
364,0.364,-0.0010299683000000001,-0.0922775269
365,0.365,0.023193359400000002,-0.058135986300000005
366,0.366,0.0374221802,-0.0024414062
367,0.367,0.0601577759,0.0559997559
368,0.368,0.061759948700000004,0.060195922900000004
369,0.369,0.0421142578,0.0468063354
370,0.37,0.015411377,0.062828064
371,0.371,-0.0102615356,0.0524902344
372,0.372,0.0024414062,0.0360107422
373,0.373,0.032310485800000004,0.0010299683000000001
374,0.374,0.053253173800000005,-0.0249099731
375,0.375,0.0286865234,-0.0130844116
376,0.376,0.0207519531,-0.0337600708
377,0.377,-0.0008010864,-0.0325393677
378,0.378,-0.0178146362,0.0205230713
379,0.379,0.0106048584,0.0644683838
380,0.38,0.040969848600000004,0.0823974609
381,0.381,0.0011062622,0.0741577148
382,0.382,-0.047454834,0.0247955322
383,0.383,-0.0564956665,-0.0093841553
384,0.384,-0.0799179077,0.0170135498
385,0.385,-0.0944519043,0.1427459717
386,0.386,-0.0325393677,0.1684570312
387,0.387,0.050888061500000005,0.1873779297
388,0.388,0.0743484497,0.147857666
389,0.389,0.0635528564,0.0592803955
390,0.39,0.046119689900000004,0.03074646
391,0.391,0.020942688,-0.0113296509
392,0.392,0.009765625,-0.1211166382
393,0.393,0.0213623047,-0.2336883545
394,0.394,0.0072479248000000005,-0.334777832
395,0.395,-0.0034332275000000002,-0.3448486328
396,0.396,0.0085067749,-0.371055603
397,0.397,0.0007247925,-0.4330825806
398,0.398,-0.0021362305,-0.31547546390000003
399,0.399,0.0172042847,-0.1982116699
400,0.4,-0.0071716309,-0.0832366943
401,0.401,-0.048370361300000005,-0.0203323364
402,0.402,-0.1155471802,0.008049011200000001
403,0.403,-0.1273345947,0.1068878174
404,0.404,-0.0923156738,0.1248931885
405,0.405,-0.057220459,0.1382446289
406,0.406,-0.0001144409,0.2173233032
407,0.40700000000000003,0.0387191772,0.1870727539
408,0.40800000000000003,0.0783920288,0.0649261475
409,0.40900000000000003,0.0625610352,0.0250244141
410,0.41000000000000003,0.0378799438,0.0336074829
411,0.41100000000000003,0.017471313500000002,0.0492858887
412,0.41200000000000003,0.0020599365000000002,0.0188827515
413,0.41300000000000003,-0.007019043000000001,-0.0595092773
414,0.41400000000000003,-0.0019454956,-0.09201049800000001
415,0.41500000000000004,-0.0026702881000000003,-0.0947189331
416,0.41600000000000004,-0.0093460083,-0.009613037100000001
417,0.417,-0.0198745728,0.0986862183
418,0.418,-0.0141525269,0.0923156738
419,0.419,0.048637390100000004,0.0578308105
420,0.42,0.0760650635,0.052413940400000004
421,0.421,0.0699615479,0.0317382812
422,0.422,0.059242248500000004,0.0229644775
423,0.423,0.0359344482,0.0918579102
424,0.424,-0.0082397461,0.1461410522
425,0.425,0.011711120600000001,0.0494384766
426,0.426,0.034141540500000005,-0.17620086670000001
427,0.427,0.034141540500000005,-0.3546524048
428,0.428,0.0060653687000000005,-0.39844512940000004
429,0.429,-0.0345611572,-0.3597259521
430,0.43,-0.0638580322,-0.2882385254
431,0.431,-0.0337600708,-0.1945495605
432,0.432,0.015296936,-0.058555603000000005
433,0.433,0.028724670400000003,-0.0252151489
434,0.434,0.0273513794,0.0420379639
435,0.435,0.030708313,0.132598877
436,0.436,0.0328063965,0.28598785400000004
437,0.437,0.0270843506,0.3666687012
438,0.438,0.0244903564,0.3344726562
439,0.439,0.0245666504,0.138168335
440,0.44,0.0035095215,0.0032424927000000003
441,0.441,-0.0175094604,-0.0053787231
442,0.442,-0.0434112549,0.0345993042
443,0.443,-0.0485610962,0.14553070070000002
444,0.444,-0.0546264648,0.1958084106
445,0.445,-0.0765228271,0.2138137817
446,0.446,-0.1295471191,0.24066925050000001
447,0.447,-0.14705657960000001,0.14766693120000002
448,0.448,-0.1363754272,0.1427459717
449,0.449,0.1345062256,0.1513671875
450,0.45,0.22296905520000002,0.0067138672
451,0.451,0.1092910767,-0.038146972700000004
452,0.452,0.0499725342,-0.0729370117
453,0.453,0.033149719200000004,-0.0009155273000000001
454,0.454,0.027656555200000002,0.0696563721
455,0.455,0.0150680542,0.10917663570000001
456,0.456,0.0116348267,-0.036506652800000004
457,0.457,0.0220489502,-0.0548553467
458,0.458,0.0031661987,0.0402069092
459,0.459,0.0190734863,0.0392150879
460,0.46,0.022773742700000002,0.0435256958
461,0.461,-0.0016403198000000002,0.0429534912
462,0.462,-0.0256347656,0.0415039062
463,0.463,-0.0286483765,0.041389465300000004
464,0.464,-0.0186538696,0.0412750244
465,0.465,-0.009117126500000001,0.0068283081
466,0.466,-0.0212097168,0.0839996338
467,0.467,-0.0298690796,0.11726379390000001
468,0.468,-0.022315979,0.1842498779
469,0.46900000000000003,-0.051155090300000004,0.1412963867
470,0.47000000000000003,-0.0710296631,0.0257492065
471,0.47100000000000003,-0.0453948975,-0.0929641724
472,0.47200000000000003,-0.0062942505,-0.20626068120000002
473,0.47300000000000003,-0.006942749000000001,-0.2602767944
474,0.47400000000000003,-0.0229644775,-0.1826095581
475,0.47500000000000003,-0.0385284424,-0.09731292720000001
476,0.47600000000000003,-0.0109481812,-0.0467300415
477,0.47700000000000004,0.022315979,-0.0062179565
478,0.47800000000000004,0.0258636475,0.0543212891
479,0.47900000000000004,0.020866394,0.08670806880000001
480,0.48,-0.0011825562,0.025138855
481,0.481,-0.018196106,-0.0010681152
482,0.482,-0.0238800049,0.0515365601
483,0.483,-0.011100769,0.0300979614
484,0.484,0.0012588501,-0.053672790500000005
485,0.485,-0.0025558472,-0.1670837402
486,0.486,0.0103378296,-0.4847335815
487,0.487,0.028152465800000002,-0.5163192749000001
488,0.488,0.0381088257,-0.30811309810000004
489,0.489,0.0221252441,-0.1541137695
490,0.49,0.026130676300000003,-0.0217056274
491,0.491,0.0263214111,0.0357055664
492,0.492,0.0009536743,0.0339126587
493,0.493,-0.009117126500000001,0.1503753662
494,0.494,-0.0098419189,0.26634216310000003
495,0.495,-0.0156784058,0.122833252
496,0.496,-0.0021362305,-0.0663757324
497,0.497,-0.0061416626,-0.2263641357
498,0.498,-0.028495788600000002,-0.22838592530000001
499,0.499,-0.0087356567,-0.1033782959
500,0.5,-0.0145721436,-0.0491333008
501,0.501,-0.008468627900000001,0.040245056200000004
502,0.502,-0.0219726562,0.1467132568
503,0.503,-0.0233078003,0.259552002
504,0.504,-0.0106811523,0.32505035400000004
505,0.505,0.007858276400000001,0.3211593628
506,0.506,0.0113296509,0.2870559692
507,0.507,0.015296936,0.2407836914
508,0.508,0.0103759766,0.14163970950000002
509,0.509,0.0008010864,-0.0033569336
510,0.51,0.0191116333,-0.1119995117
511,0.511,0.0119400024,-0.0830459595
512,0.512,0.0155639648,-0.0228500366
513,0.513,-0.028991699200000002,-0.0742721558
514,0.514,-0.1070404053,-0.1624679565
515,0.515,-0.1232147217,-0.23006439210000001
516,0.516,-0.0799179077,-0.354309082
517,0.517,-0.0646591187,-0.4019546509
518,0.518,-0.0326538086,-0.290184021
519,0.519,-0.0296401978,-0.14430999760000002
520,0.52,-0.0188827515,-0.0295257568
521,0.521,0.0244903564,0.12004852290000001
522,0.522,0.0314331055,0.2110671997
523,0.523,0.0325012207,0.15346527100000001
524,0.524,0.0379180908,0.1035690308
525,0.525,0.0423049927,-0.0134277344
526,0.526,0.0485992432,-0.2911758423
527,0.527,0.0318145752,-0.4204940796
528,0.528,-0.0050354004,-0.4518127441
529,0.529,0.0213623047,-0.4098129272
530,0.53,0.018310546900000002,-0.2954483032
531,0.531,0.0109863281,-0.21114349370000002
532,0.532,0.0218200684,-0.12584686280000001
533,0.533,0.039863586400000005,0.1080703735
534,0.534,0.052795410200000004,0.25016784670000003
535,0.535,0.0594711304,0.3494262695
536,0.536,0.0358200073,0.4417419434
537,0.537,0.0169372559,0.5338668823
538,0.538,0.0300598145,0.4778671265
539,0.539,0.0358963013,0.40485382080000004
540,0.54,0.0225067139,0.39649963380000003
541,0.541,-0.013465881300000001,0.35270690920000003
542,0.542,-0.043754577600000004,0.1912307739
543,0.543,-0.0661849976,0.1103210449
544,0.544,-0.0509643555,0.0379943848
545,0.545,-0.025291442900000002,0.0014495850000000002
546,0.546,-0.0141143799,-0.0289535522
547,0.547,-0.01953125,-0.1048278809
548,0.548,-0.023689270000000002,-0.1964569092
549,0.549,-0.024108886700000002,-0.1315307617
550,0.55,-0.0145721436,0.0908660889
551,0.551,0.0116348267,0.2383422852
552,0.552,0.012321472200000001,0.16689300540000002
553,0.553,-0.029258728,0.0759124756
554,0.554,-0.0368881226,-0.1927947998
555,0.555,-0.0358200073,-0.37544250490000003
556,0.556,-0.0428390503,-0.49263000490000003
557,0.557,-0.0924682617,-0.5110549927
558,0.558,-0.0018310547000000002,-0.3337478638
559,0.559,0.031089782700000002,-0.0205230713
560,0.56,-0.0426864624,0.045013427700000004
561,0.561,-0.0297927856,0.0701904297
562,0.562,0.0706481934,0.2386856079
563,0.5630000000000001,0.0704574585,0.2686309814
564,0.5640000000000001,0.0543212891,0.2606201172
565,0.5650000000000001,-0.006332397500000001,0.25337219240000003
566,0.5660000000000001,-0.0456619263,0.24890899660000002
567,0.5670000000000001,0.0212478638,0.2410888672
568,0.5680000000000001,0.046043396,0.2336883545
569,0.5690000000000001,-0.023612976100000002,-0.019645690900000002
570,0.5700000000000001,-0.0511932373,-0.21739959720000002
571,0.5710000000000001,0.0002670288,-0.2618789673
572,0.5720000000000001,0.0020980835,-0.1990509033
573,0.5730000000000001,-0.1192474365,-0.0984573364
574,0.5740000000000001,-0.2530288696,0.0730133057
575,0.5750000000000001,-0.2735137939,0.20145416260000001
576,0.5760000000000001,-0.20328521730000002,0.2107620239
577,0.577,0.2199554443,0.20526885990000002
578,0.578,0.4243087769,0.200843811
579,0.579,0.3332138062,0.1966094971
580,0.58,0.2450561523,0.19252777100000001
581,0.581,0.191192627,0.18474578860000002
582,0.582,0.0060272217,0.1861572266
583,0.583,-0.23677825930000002,0.1775360107
584,0.584,-0.3422164917,0.1712799072
585,0.585,-0.1696777344,0.1707077026
586,0.586,-0.1396942139,0.1665115356
587,0.587,-0.1391601562,0.1605987549
588,0.588,0.09620666500000001,0.1583099365
589,0.589,0.5199432373,-0.0611495972
590,0.59,0.7079696655000001,-0.0958251953
591,0.591,0.5448150635,-0.1515960693
592,0.592,-0.0026702881000000003,-0.16452789310000002
593,0.593,-0.2378845215,-0.1486206055
594,0.594,-0.2376937866,-0.0678634644
595,0.595,0.013275146500000001,0.0157546997
596,0.596,0.11070251460000001,0.08922576900000001
597,0.597,-0.007095336900000001,0.08934021
598,0.598,-0.0896453857,0.0762176514
599,0.599,-0.059814453100000005,0.0595855713
600,0.6000000000000001,-0.2480316162,0.0202941895
601,0.601,-0.2778625488,0.0259017944
602,0.602,-0.1044845581,-0.065612793
603,0.603,-0.0207138062,-0.2080535889
604,0.604,-0.0282669067,-0.33203125
605,0.605,0.0015258789000000001,-0.3539657593
606,0.606,0.0194168091,-0.4071044922
607,0.607,0.0468826294,-0.4640197754
608,0.608,0.0149917603,-0.4166030884
609,0.609,-0.0531387329,-0.3118515015
610,0.61,-0.1486968994,-0.19046783450000002
611,0.611,-0.205039978,-0.0296401978
612,0.612,-0.1613616943,0.1300811768
613,0.613,-0.0454711914,0.15003204350000002
614,0.614,-0.043754577600000004,0.15476226810000002
615,0.615,0.0650024414,0.0671005249
